id,name,image_path,label,elo_rating,games_played,wins,losses
63f1c072-a88d-446a-b3e1-876f792292f7,"Celebrity 403","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994773798_402.jpg",6.38,1310.56,6,6,0
014fcce1-75a0-4183-80a2-4b2f021a9d94,"Celebrity 8108","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995254081_8107.jpg",6.35,1310.05,6,6,0
4b53299d-64ce-4f21-b31a-027c6ffafd49,"Celebrity 2369","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995126863_2368.jpg",6.35,1309.97,6,6,0
9b95ade8-4c9c-427e-a8ba-d088e3afa8e3,"Celebrity 432","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994790438_431.jpg",6.33,1309.66,7,6,1
0085dd32-b06f-40dc-a761-3dbd074d997f,"Celebrity 712","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994928359_711.jpg",6.28,1308.86,11,8,3
94a6fc4a-c9bc-4427-a7db-26ff3537989c,"Celebrity 20","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994557983_19.jpg",6.27,1308.73,5,5,0
c9d48573-9cc2-47ee-b3d4-86dc148ef4b1,"Celebrity 702","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994923523_701.jpg",6.24,1308.25,6,6,0
95a39c9c-e577-4db2-b159-28a93eb9152c,"Celebrity 8026","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995253215_8025.jpg",6.23,1308.04,6,6,0
993c3015-202d-4b5b-941d-8ed38d32d453,"Celebrity 115","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994608569_114.jpg",6.21,1307.76,7,6,1
822ed3ec-a484-4f78-a9ff-3ba957fd15f9,"Celebrity 192","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995020431_191.jpg",6.2,1307.62,5,5,0
e0d3b197-c840-4d6c-b111-e228db80ce10,"Celebrity 729","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994936539_728.jpg",6.17,1307.15,8,7,1
4eefdaa7-33dd-493b-b686-ac48e8cb5281,"Celebrity 27","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994561555_26.jpg",6.16,1307.02,5,5,0
8e3ef2ec-9078-4812-a640-1a391d3e5e44,"Celebrity 7865","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995251368_7864.jpg",6.12,1306.32,6,6,0
6f5bcb43-4c91-41d5-a0fd-527ff0119ca7,"Celebrity 305","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994711633_304.jpg",6.05,1305.26,7,6,1
952bb605-bdcd-43ac-b13c-bbaeaa7fb5d1,"Celebrity 234","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994672346_233.jpg",6.03,1304.9,6,6,0
6a484cd8-3a18-4eb4-8a07-99cfaade2a6c,"Celebrity 242","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995023905_241.jpg",6.02,1304.81,9,7,2
6e0054a5-330d-4e73-8ded-73e3b23288ed,"Celebrity 32721","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005754261_32720.jpg",5.98,1304.1,5,5,0
8a9939f9-7a90-479a-ad4e-b623e9e3b47e,"Celebrity 1447","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995048393_1446.jpg",5.96,1303.76,6,6,0
8cf33e6d-82df-4d42-bf4c-db6c056e7933,"Celebrity 211","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994660523_210.jpg",5.94,1303.43,10,8,2
d3b8bc5e-8aec-46e4-89aa-0d13f14232e9,"Celebrity 542","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994844437_541.jpg",5.93,1303.33,5,5,0
674cda10-000a-4c19-baa9-856e420ad77d,"Celebrity 4361","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995164902_4360.jpg",5.86,1302.15,5,5,0
100e83c8-511e-4e84-9489-edc6cf603f7c,"Celebrity 4971","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995181323_4970.jpg",5.85,1302.04,6,6,0
b2e07c9c-4128-42eb-8d38-8f5d5877f35a,"Celebrity 12","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994553999_11.jpg",5.72,1299.95,6,6,0
a81ea08d-1852-400f-8b09-dc8b3895e858,"Celebrity 3893","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995150064_3892.jpg",5.67,1299.05,5,5,0
6e275553-2420-4f9d-948e-f4b0a3d080d2,"Celebrity 451","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994800351_450.jpg",5.66,1298.93,11,8,3
7ba3a2d1-2763-4f99-98ef-eb672dbca602,"Celebrity 460","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994804531_459.jpg",5.65,1298.84,5,5,0
2fc1a505-cdc0-4bb0-8363-78462427d807,"Celebrity 4877","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995176112_4876.jpg",5.64,1298.67,5,5,0
bab9e401-c995-4541-a775-ac6215db7da5,"Celebrity 6530","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995231236_6529.jpg",5.63,1298.51,8,7,1
28350306-ffe7-4328-8e2a-c738ef06289d,"Celebrity 1082","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005374960_1081.jpg",5.6,1298.02,6,6,0
e1c5efbb-3524-4231-9abe-2f0f8cf6985a,"Celebrity 7154","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995239940_7153.jpg",5.6,1297.99,6,6,0
641db613-7b14-4397-88e5-afb4eb76a152,"Celebrity 3674","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995145514_3673.jpg",5.6,1297.96,9,8,1
3dcba6c5-fbde-42b4-b366-1dd8de31c623,"Celebrity 57124","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764006081542_57123.jpg",5.6,1297.96,6,6,0
bd61c4a3-72ee-40f9-9da8-29478c31a5ba,"Celebrity 358","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994745964_357.jpg",5.59,1297.81,10,7,3
a91c9d74-e31d-424e-ab12-453ff169c762,"Celebrity 1698","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995052131_1697.jpg",5.57,1297.43,6,6,0
02ba10b4-66b0-4528-ab7a-b173058506f2,"Celebrity 52173","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764006012816_52172.jpg",5.51,1296.5,5,5,0
d6694f90-3cc5-4590-ae2f-1384e21e758c,"Celebrity 315","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995026151_314.jpg",5.5,1296.37,8,6,2
058dcd25-ce30-42a9-b9f6-1475a94b4bdc,"Celebrity 61379","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764006130591_61378.jpg",5.46,1295.79,5,5,0
43c42e5d-02a8-442e-bea8-af30ab75ad35,"Celebrity 30547","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005720262_30546.jpg",5.46,1295.74,5,5,0
7948ffb2-4161-4716-a13d-40bf73b4e411,"Celebrity 657","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994900400_656.jpg",5.44,1295.39,5,5,0
eef67f46-32d0-4025-8a73-dbdde4df6ef8,"Celebrity 5375","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995194480_5374.jpg",5.43,1295.32,6,6,0
60481765-3ebe-4765-af32-38719a660d6e,"Celebrity 7928","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995252264_7927.jpg",5.36,1294.12,5,5,0
c7e147f2-34aa-4699-9750-1f510c528ed2,"Celebrity 6353","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995225756_6352.jpg",5.34,1293.88,5,5,0
455c02f4-6c42-451f-9b66-c8590d9b6aec,"Celebrity 5963","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995216106_5962.jpg",5.34,1293.82,5,5,0
a52c1a4e-6457-470f-b5e2-b91c4dc11aa5,"Celebrity 7989","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995252272_7988.jpg",5.34,1293.73,6,6,0
d4f3b2b3-b7d8-4d5f-bc89-ed204628b32c,"Celebrity 12114","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005492400_12113.jpg",5.33,1293.59,5,5,0
37d5277e-0f9f-4592-8300-a1c9c442ef4f,"Celebrity 1807","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995055913_1806.jpg",5.32,1293.45,6,6,0
ad17006d-533c-469e-9304-b6fcc0c1835a,"Celebrity 457","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994803249_456.jpg",5.17,1291,4,4,0
475b1c78-25c9-49e0-a816-e20c00910742,"Celebrity 36978","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005812267_36977.jpg",5.14,1290.54,5,5,0
9d8a8680-329b-4b35-abec-55f247c7ebbf,"Celebrity 7493","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995243910_7492.jpg",5.06,1289.33,5,5,0
95061552-1116-44d9-b3ec-fedc890b0219,"Celebrity 3602","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995145502_3601.jpg",5.06,1289.24,5,5,0
fc234ddf-18f9-40b4-943c-112f86f028da,"Celebrity 470","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994809419_469.jpg",5,1288.36,5,5,0
ce8d6d00-0f1f-45b8-b7cb-25d23bbe4afc,"Celebrity 12497","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005495589_12496.jpg",4.98,1288.08,5,5,0
92d1ce5a-d0a5-48a2-8a6a-8da92472ca2f,"Celebrity 724","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994934287_723.jpg",4.97,1287.93,10,8,2
079b657b-e325-4b2a-9191-1277970c6dd7,"Celebrity 34210","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005776261_34209.jpg",4.95,1287.47,5,5,0
3bf7a292-790a-43ca-a829-880cd21728fd,"Celebrity 185","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995020430_184.jpg",4.94,1287.37,6,5,1
fc2ba4da-5f30-4bd9-8f5e-c3512dded7af,"Celebrity 5878","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995212615_5877.jpg",4.94,1287.34,7,6,1
931ff1df-516b-488a-ae34-192459d3d8cc,"Celebrity 8043","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995253217_8042.jpg",4.86,1286.09,5,5,0
d1249d94-b8f4-4a77-8299-6914f829d53d,"Celebrity 26271","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005658269_26270.jpg",4.84,1285.8,4,4,0
1ce6d312-c1fa-4aba-940f-5d45db8ebd88,"Celebrity 28285","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005685268_28284.jpg",4.78,1284.86,4,4,0
b1a851b3-ee24-4109-adf0-a15e22f904af,"Celebrity 17264","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005548358_17263.jpg",4.75,1284.33,4,4,0
b3501a1e-4de2-4690-8aae-bc0bcddc2050,"Celebrity 50544","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005992743_50543.jpg",4.75,1284.31,4,4,0
f8efbcd5-56ef-43e9-909f-f468dc79212f,"Celebrity 347","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994739317_346.jpg",4.73,1284.05,8,6,2
c95fbf7b-f892-4ef5-b5dd-3907ef7a7c1e,"Celebrity 43779","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005906279_43778.jpg",4.71,1283.69,4,4,0
3d0c6642-5928-47f8-98bd-9cc8d79b3b51,"Celebrity 5289","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995190594_5288.jpg",4.71,1283.61,4,4,0
98e28393-f05f-44bc-98e5-1cecef1eaaec,"Celebrity 53","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995017539_52.jpg",4.71,1283.6,4,4,0
81b3ff07-0f3f-440b-bd0a-03627ec57bca,"Celebrity 646","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995032140_645.jpg",4.7,1283.52,4,4,0
f8336166-2ac2-412e-a1d0-bfeede246599,"Celebrity 78","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994588971_77.jpg",4.69,1283.3,6,5,1
61056ffb-a59d-4027-8654-14bb6abcfa69,"Celebrity 7035","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995238785_7034.jpg",4.69,1283.3,4,4,0
4eb5a93f-17b0-4a3b-9a1c-e578327e1da1,"Celebrity 7219","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995241802_7218.jpg",4.67,1283.1,4,4,0
c164bc9c-8331-4b74-b9b8-dc326e6ab2a7,"Celebrity 7045","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995238786_7044.jpg",4.67,1283.06,7,6,1
94487b09-f02a-446d-a8d6-1e910cd0df0c,"Celebrity 975","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005373999_974.jpg",4.66,1282.91,4,4,0
a1661a7d-0335-4c3c-b975-8f205db6d217,"Celebrity 30326","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005717264_30325.jpg",4.66,1282.83,4,4,0
81183db1-ab51-4dbc-9ccd-5891ab2d0922,"Celebrity 49126","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005976255_49125.jpg",4.65,1282.76,4,4,0
8062dba3-47d6-41a2-819a-57327076fc6c,"Celebrity 114","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994608180_113.jpg",4.65,1282.68,4,4,0
ce5aa040-fac0-4d07-bb31-3ba969570c7b,"Celebrity 216","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994662972_215.jpg",4.65,1282.65,9,7,2
e37895af-cc1d-4d0b-b851-c1819eea944f,"Celebrity 245","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994678013_244.jpg",4.65,1282.64,9,7,2
a8a6e0e2-d95b-4130-b0ce-ce977fd8465c,"Celebrity 1537","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005379825_1536.jpg",4.64,1282.59,4,4,0
fe52f905-4059-40b7-a340-7cc292f2c514,"Celebrity 5064","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995184646_5063.jpg",4.62,1282.26,4,4,0
141e6f66-cfe7-4c1f-a3f3-d7632cf40501,"Celebrity 25","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994560565_24.jpg",4.59,1281.81,6,5,1
59b3ba45-2dbb-46df-bb50-3f42112fa368,"Celebrity 4333","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995164898_4332.jpg",4.58,1281.53,5,5,0
ea647649-e045-4afe-b385-5657698ee4e9,"Celebrity 59729","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764006112942_59728.jpg",4.58,1281.52,4,4,0
53ff9f83-4c0f-4cff-a35c-2077c001892b,"Celebrity 5968","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995216107_5967.jpg",4.54,1280.99,7,6,1
97acab33-012c-4675-a708-847a808139ec,"Celebrity 2042","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995120413_2041.jpg",4.52,1280.6,4,4,0
3142a8fe-c3fe-40c2-b8cd-967dae27f3e6,"Celebrity 97","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995017545_96.jpg",4.52,1280.54,5,5,0
d38e626e-baa9-46fc-8cc6-1954de6e0090,"Celebrity 6659","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995232795_6658.jpg",4.51,1280.38,6,5,1
5afdd32e-7fb0-4115-965c-92ae379a029c,"Celebrity 583","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994863026_582.jpg",4.49,1280.19,5,5,0
1c471ac5-08a8-4172-9684-ebcedcf6d747,"Celebrity 43452","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005901270_43451.jpg",4.49,1280.15,4,4,0
afb67302-ca3a-4a39-b67f-f9675bf33313,"Celebrity 5419","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995198143_5418.jpg",4.47,1279.84,7,6,1
99c57785-0fc9-4924-a8c0-f9090d31e6c1,"Celebrity 5621","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995204959_5620.jpg",4.46,1279.64,7,6,1
229096f8-cf86-4cb6-8152-972a46ca712f,"Celebrity 118","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994610081_117.jpg",4.45,1279.48,5,5,0
4c10a8e8-f87d-466a-a836-5d3fb8e2c482,"Celebrity 187","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994648163_186.jpg",4.44,1279.28,7,6,1
d1bfea86-a46c-4c1a-b3ad-e253945291f1,"Celebrity 731","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994937614_730.jpg",4.43,1279.24,4,4,0
ad53ffd4-78be-43ec-bdde-a2a7f88ec1bb,"Celebrity 7106","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995239934_7105.jpg",4.42,1279.08,6,5,1
695e5884-2d8d-4e08-ba5f-577620422146,"Celebrity 27415","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005673264_27414.jpg",4.42,1278.97,4,4,0
1079e604-1619-4fb4-bf2a-7ce213906db4,"Celebrity 1504","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995050342_1503.jpg",4.41,1278.81,4,4,0
77124222-df2c-4634-b454-9271cb395803,"Celebrity 49260","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1764005977271_49259.jpg",4.4,1278.61,4,4,0
74e0553c-5f54-47ca-b998-8df84506a59c,"Celebrity 4166","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763995161621_4165.jpg",4.38,1278.43,5,5,0
3f9d53ec-c23a-4bff-9e6e-2ace5b9fedcd,"Celebrity 456","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994802796_455.jpg",4.38,1278.42,6,5,1
b9442c3a-a372-4096-b6dd-b839dc5fb5b6,"Celebrity 161","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994634021_160.jpg",4.37,1278.28,6,6,0
1b5354f1-3448-40ab-b8c8-45ef51def1e5,"Celebrity 614","https://dpgobgukqaiougupymtu.supabase.co/storage/v1/object/public/celebrity-images/1763994878335_613.jpg",4.36,1278.12,6,5,1
